code,n_bars,vwap,close,close_vs_vwap_pct,intraday_high,intraday_low,from_intraday_high_pct,from_prev_close_pct,max_intraday_dd_pct,max_dd_time,max_5m_drop_pct,max_5m_drop_time,volume_spike_2x,volume_spike_3x,volume_spike_opening,max_volume_ratio,near_trail_stop,analysis_end_time,is_partial_day
317850,375,9802.6,9730.0,-0.74,10300.0,8920.0,-5.53,,-8.16,12:39,-4.96,09:07,33,18,0,43.0,False,15:19,False
319660,375,83973.6,85000.0,1.22,87000.0,82500.0,-2.3,,-4.94,09:31,-2.76,09:07,27,16,0,4.7,False,15:19,False
321370,152,3173.3,2945.0,-7.19,3440.0,2935.0,-14.39,,-14.53,15:12,-6.7,12:51,5,1,0,3.4,True,15:19,True
322780,335,489.2,479.0,-2.08,526.0,458.0,-8.94,,-12.74,14:40,-4.69,10:55,37,11,0,13.5,True,15:19,False
352910,93,5583.9,5800.0,3.87,6050.0,5270.0,-4.13,,-12.73,13:57,-10.74,13:53,11,2,0,5.0,True,15:19,True
357880,350,3597.6,3845.0,6.88,3845.0,3365.0,0.0,,-5.19,09:30,-2.87,09:32,4,2,0,5.7,False,15:18,False
375500,345,91294.5,95400.0,4.5,97200.0,85400.0,-1.85,,-5.82,09:45,-3.53,09:36,10,2,0,6.1,False,15:19,False
405100,333,18447.4,18480.0,0.18,19070.0,17750.0,-3.09,,-6.47,09:52,-3.76,09:50,39,15,0,15.7,False,15:19,False
440110,374,54683.1,56800.0,3.87,57400.0,50300.0,-1.05,,-4.36,09:17,-1.93,09:13,11,5,0,6.2,False,15:19,False
461910,83,33664.3,33685.0,0.06,33700.0,33520.0,-0.04,,-0.31,10:06,-0.31,10:26,9,4,0,4.0,False,15:14,True
488080,365,43363.8,44615.0,2.89,44780.0,41880.0,-0.37,,-3.27,09:40,-1.99,14:01,19,7,0,4.4,False,15:19,False
493280,235,51124.7,50900.0,-0.44,52300.0,50000.0,-2.68,,-4.21,14:01,-2.13,11:47,19,6,0,9.5,False,15:19,True
500094,274,3838.1,3925.0,2.26,3930.0,3725.0,-0.13,,-3.37,09:32,-1.19,09:33,32,8,0,8.3,False,15:18,True
520050,297,2982.4,3055.0,2.44,3070.0,2910.0,-0.49,,-3.64,09:32,-1.67,09:25,44,20,0,14.1,False,15:19,False
530036,12,25.4,25.0,-1.64,26.0,25.0,-3.85,,-3.85,10:59,-3.85,11:59,0,0,0,1.0,False,14:59,True
530124,30,39373.0,39700.0,0.83,39700.0,39055.0,0.0,,-0.85,10:29,-0.81,10:18,1,0,0,2.0,False,14:45,True
530134,361,3861.8,3935.0,1.9,3945.0,3755.0,-0.25,,-3.47,09:32,-1.31,09:33,37,14,0,4.9,False,15:19,False
570061,88,83908.0,85155.0,1.49,85250.0,82700.0,-0.11,,-2.57,10:29,-1.1,12:44,8,3,0,4.0,False,15:19,True
570117,277,3869.1,3935.0,1.7,3955.0,3750.0,-0.51,,-3.72,09:32,-1.43,09:27,35,11,0,9.6,False,15:18,True
580069,268,3907.7,3970.0,1.59,3970.0,3810.0,0.0,,-3.05,09:35,-1.29,09:43,35,14,0,7.7,False,15:18,True
580070,16,31761.7,32085.0,1.02,32155.0,31285.0,-0.22,,-2.2,10:31,-1.98,10:09,2,0,0,2.0,False,13:42,True
610089,12,4082.5,4085.0,0.06,4215.0,3955.0,-3.08,,-6.17,10:29,-5.46,11:30,0,0,0,1.0,False,14:59,True
700027,4,,,,,,,,,,,,,,,,,,
700028,49,162485.2,166390.0,2.4,166390.0,155225.0,0.0,,-2.64,09:45,-2.46,09:45,4,2,0,11.0,False,15:18,True
700030,194,3810.0,3860.0,1.31,3880.0,3690.0,-0.52,,-3.01,09:32,-1.19,09:27,24,7,0,4.5,False,15:18,True
760013,110,102716.1,105580.0,2.79,106070.0,99570.0,-0.46,,-3.33,09:44,-1.6,14:06,8,2,0,4.2,False,15:18,True
