datetime,open,high,low,close,volume,status
2026-03-30 09:21,418000.0,418000.0,416000.0,416000.0,56763000,HOLD
2026-03-30 09:22,416500.0,418000.0,416000.0,416500.0,78401500,HOLD
2026-03-30 09:23,416000.0,416500.0,415000.0,416500.0,69483000,HOLD
2026-03-30 09:24,416500.0,416500.0,415500.0,416000.0,56205500,HOLD
2026-03-30 09:25,416500.0,416500.0,414000.0,414500.0,80564500,HOLD
2026-03-30 09:26,414500.0,415500.0,414000.0,415000.0,44000500,HOLD
2026-03-30 09:27,415500.0,417000.0,415000.0,417000.0,71216000,HOLD
2026-03-30 09:28,416500.0,417000.0,415500.0,416500.0,48736500,HOLD
2026-03-30 09:29,416500.0,416500.0,414500.0,415000.0,76062500,HOLD
2026-03-30 09:30,415000.0,415000.0,413500.0,415000.0,50174500,HOLD
2026-03-30 09:31,415000.0,416500.0,413500.0,416500.0,75111500,HOLD
2026-03-30 09:32,416500.0,417500.0,416000.0,416500.0,60473000,HOLD
2026-03-30 09:33,416500.0,417500.0,415500.0,417500.0,52870500,HOLD
2026-03-30 09:34,417500.0,418000.0,416000.0,416500.0,49661000,HOLD
2026-03-30 09:35,416500.0,417000.0,414000.0,415000.0,53180500,HOLD
2026-03-30 09:36,415500.0,415500.0,413500.0,413500.0,34402500,HOLD
2026-03-30 09:37,414000.0,414000.0,412000.0,412500.0,53685500,HOLD
2026-03-30 09:38,412500.0,413000.0,411000.0,412500.0,88202500,HOLD
2026-03-30 09:39,412500.0,412500.0,410000.0,410500.0,48117000,HOLD
2026-03-30 09:40,410000.0,411000.0,408000.0,409000.0,73780000,HOLD
2026-03-30 09:41,409000.0,410500.0,408500.0,410000.0,47935500,HOLD
2026-03-30 09:42,409000.0,412000.0,409000.0,411500.0,53049000,HOLD
2026-03-30 09:43,411000.0,413000.0,411000.0,412000.0,54394000,HOLD
2026-03-30 09:44,412500.0,413000.0,412000.0,412000.0,46218000,HOLD
2026-03-30 09:45,412000.0,413000.0,411500.0,412000.0,36713500,HOLD
2026-03-30 09:46,412500.0,414000.0,412500.0,413000.0,33905000,HOLD
2026-03-30 09:47,413500.0,415500.0,413000.0,415000.0,34386500,HOLD
2026-03-30 09:48,415000.0,415000.0,413000.0,413500.0,28162500,HOLD
2026-03-30 09:49,413500.0,414000.0,411500.0,412000.0,34699000,HOLD
2026-03-30 09:50,412500.0,413000.0,411500.0,411500.0,28039000,HOLD
2026-03-30 09:51,411500.0,412000.0,411000.0,411000.0,20597500,HOLD
2026-03-30 09:52,411500.0,411500.0,409500.0,409500.0,26698500,HOLD
2026-03-30 09:53,410000.0,410500.0,408500.0,409250.0,43042000,HOLD
2026-03-30 09:54,409000.0,411000.0,409000.0,410500.0,22586000,HOLD
2026-03-30 09:55,410500.0,410500.0,409500.0,409750.0,30772000,HOLD
2026-03-30 09:56,409500.0,411000.0,409000.0,410500.0,31570500,HOLD
2026-03-30 09:57,410500.0,411500.0,409500.0,410500.0,40677500,HOLD
2026-03-30 09:58,410500.0,411000.0,409500.0,410500.0,31191000,HOLD
2026-03-30 09:59,410000.0,413000.0,410000.0,412500.0,31699000,HOLD
2026-03-30 10:00,412500.0,414000.0,412000.0,414000.0,34324500,HOLD
2026-03-30 10:01,413500.0,415000.0,413500.0,414000.0,37316500,HOLD
2026-03-30 10:02,414000.0,415250.0,413000.0,414500.0,40192500,HOLD
2026-03-30 10:03,414500.0,414500.0,413500.0,414000.0,28578500,HOLD
2026-03-30 10:04,413500.0,415500.0,412250.0,413000.0,49729000,HOLD
2026-03-30 10:05,412500.0,414000.0,412500.0,412500.0,23978500,HOLD
2026-03-30 10:06,412750.0,413000.0,411500.0,412500.0,31786500,HOLD
2026-03-30 10:07,412000.0,413000.0,412000.0,412000.0,20629000,HOLD
2026-03-30 10:08,412500.0,413000.0,411500.0,412000.0,24335000,HOLD
2026-03-30 10:09,412500.0,414000.0,412000.0,413500.0,26054500,HOLD
2026-03-30 10:10,413500.0,415000.0,413500.0,414500.0,29008000,HOLD
2026-03-30 10:11,414000.0,416000.0,414000.0,415500.0,23257000,HOLD
2026-03-30 10:12,415500.0,416000.0,415000.0,416000.0,27870500,HOLD
2026-03-30 10:13,416500.0,416500.0,414500.0,414500.0,19531500,HOLD
2026-03-30 10:14,414500.0,416000.0,414000.0,415500.0,34058500,HOLD
2026-03-30 10:15,415500.0,415500.0,415000.0,415250.0,1662000,HOLD
