date,equity,n_pos
2023-03-13,62274832.9069,11
2023-03-14,61603436.20640001,7
2023-03-15,62009794.20640001,7
2023-03-16,62338314.20640001,7
2023-03-17,62182697.20640001,7
2023-03-20,62256822.20640001,7
2023-03-21,62368405.20640001,7
2023-03-22,62272487.20640001,7
2023-03-23,62144752.20640001,7
2023-03-24,62415441.20640001,7
2023-03-27,62399549.20640001,7
2023-03-28,62539474.20640001,7
2023-03-29,62671476.20640001,7
2023-03-30,62589847.20640001,7
2023-03-31,63085641.20640001,7
2023-04-03,63421261.20640001,7
2023-04-04,63042767.75375001,19
2023-04-05,63635167.75375001,19
2023-04-06,64820040.75375001,19
2023-04-07,65259097.75375001,19
2023-04-10,66223009.75375001,19
2023-04-11,65535993.75375001,19
2023-04-12,64690563.82580001,15
2023-04-13,64843494.82580001,15
2023-04-14,65745713.82580001,15
2023-04-17,67379012.8258,15
2023-04-18,67053468.82580001,15
2023-04-19,67343010.8258,15
2023-04-20,65685513.44580001,14
2023-04-21,65819976.44580001,14
2023-04-24,59439171.59170001,8
2023-04-25,59635785.32820001,6
2023-04-26,59139046.32820001,6
2023-04-27,58837957.053200014,5
2023-04-28,58750221.30650002,3
2023-05-02,59283331.30650002,3
2023-05-03,59242281.30650002,3
