,equity
2019-10-10,500000000.0
2019-10-11,500000000.0
2019-10-14,500000000.0
2019-10-15,500000000.0
2019-10-16,500000000.0
2019-10-17,500000000.0
2019-10-18,500000000.0
2019-10-21,500000000.0
2019-10-22,500000000.0
2019-10-23,500000000.0
2019-10-24,500000000.0
2019-10-25,500000000.0
2019-10-28,500000000.0
2019-10-29,500000000.0
2019-10-30,500000000.0
2019-10-31,500000000.0
2019-11-01,500000000.0
2019-11-04,500000000.0
2019-11-05,500000000.0
2019-11-06,500000000.0
2019-11-07,500000000.0
2019-11-08,500000000.0
2019-11-11,500000000.0
2019-11-12,500000000.0
2019-11-13,500000000.0
2019-11-14,500000000.0
2019-11-15,500000000.0
2019-11-18,500000000.0
2019-11-19,500000000.0
2019-11-20,500000000.0
2019-11-21,500000000.0
2019-11-22,500000000.0
2019-11-25,500000000.0
2019-11-26,500000000.0
2019-11-27,500000000.0
2019-11-28,500000000.0
2019-11-29,500000000.0
2019-12-02,500000000.0
2019-12-03,500000000.0
2019-12-04,500000000.0
2019-12-05,500000000.0
2019-12-06,500000000.0
2019-12-09,500000000.0
2019-12-10,500000000.0
2019-12-11,500000000.0
2019-12-12,500000000.0
2019-12-13,500000000.0
2019-12-16,500000000.0
2019-12-17,500000000.0
2019-12-18,500000000.0
2019-12-19,500000000.0
2019-12-20,500000000.0
2019-12-23,500000000.0
2019-12-24,500000000.0
2019-12-26,500000000.0
2019-12-27,500000000.0
2019-12-30,500000000.0
2020-01-02,500000000.0
2020-01-03,500000000.0
2020-01-06,500000000.0
2020-01-07,500000000.0
2020-01-08,500000000.0
2020-01-09,500000000.0
2020-01-10,500000000.0
2020-01-13,502589387.8774
2020-01-14,509468537.8774
2020-01-15,515310488.8774
2020-01-16,518367909.8774
2020-01-17,518391247.8774
2020-01-20,518038427.8774
2020-01-21,515794645.8774
2020-01-22,521670365.8774
2020-01-23,520845403.8774
2020-01-28,505188481.8774
2020-01-29,505872623.8774
2020-01-30,498923422.8774
2020-01-31,491627783.0524
2020-02-03,487250938.6624
2020-02-04,489140141.6624
2020-02-05,487671731.6624
2020-02-06,496305942.6624
2020-02-07,493511344.6624
2020-02-10,490261845.6624
2020-02-11,494191495.6624
2020-02-12,495867478.30995
2020-02-13,492053827.64285
2020-02-14,492264989.64285
2020-02-17,492492579.64285
2020-02-18,490409870.64285
2020-02-19,493582278.64285
2020-02-20,488831119.64285
2020-02-21,481080568.86285
2020-02-24,467160486.34784997
2020-02-25,469973644.45535
2020-02-26,469028403.45535
2020-02-27,466363779.61535
2020-02-28,460763416.03534997
2020-03-02,462488646.03534997
2020-03-03,464008238.03534997
2020-03-04,468105349.03534997
2020-03-05,470836570.03534997
2020-03-06,467048593.03534997
2020-03-09,462659111.02634996
2020-03-10,461584440.79459995
2020-03-11,459558506.79459995
2020-03-12,455230090.32519996
2020-03-13,475029460.1830499
2020-03-16,456852743.9330499
2020-03-17,439826936.5880499
2020-03-18,417444359.9059999
2020-03-19,397928169.2298999
2020-03-20,398201169.2298999
2020-03-23,397277169.2298999
2020-03-24,398915169.2298999
2020-03-25,398411169.2298999
2020-03-26,397802169.2298999
2020-03-27,398180169.2298999
2020-03-30,397991169.2298999
2020-03-31,398411169.2298999
2020-04-01,397382169.2298999
2020-04-02,398726169.2298999
2020-04-03,399335169.2298999
2020-04-06,400574169.2298999
2020-04-07,400574169.2298999
2020-04-08,400322169.2298999
2020-04-09,401246169.2298999
2020-04-10,400330899.9798999
2020-04-13,398809767.3257999
2020-04-14,401046403.3257999
2020-04-16,403084675.3257999
2020-04-17,407572565.3257999
2020-04-20,405791601.3257999
2020-04-21,404137801.3257999
2020-04-22,408164719.3257999
2020-04-23,409478927.3257999
2020-04-24,410083609.3257999
2020-04-27,411152209.3257999
2020-04-28,411514227.3257999
2020-04-29,412315309.3257999
2020-05-04,411630445.3257999
2020-05-06,417554425.3257999
2020-05-07,419972397.3257999
2020-05-08,422658697.3257999
2020-05-11,422675415.3257999
2020-05-12,426294405.3257999
2020-05-13,425368941.3257999
2020-05-14,427825149.3257999
2020-05-15,430047882.8807999
2020-05-18,427517308.1179999
2020-05-19,423831390.1179999
2020-05-20,428726234.1179999
2020-05-21,432298924.1179999
2020-05-22,432063450.1179999
2020-05-25,440574120.1179999
2020-05-26,438684138.1179999
2020-05-27,433896712.1179999
2020-05-28,436230502.1179999
2020-05-29,434928648.1179999
2020-06-01,442370066.1179999
2020-06-02,440127912.1179999
2020-06-03,437974168.1179999
2020-06-04,439996640.1179999
2020-06-05,441271886.1179999
2020-06-08,440212958.1179999
2020-06-09,440704540.1179999
2020-06-10,448740630.1179999
2020-06-11,448181366.1179999
2020-06-12,448987884.1179999
2020-06-15,438531226.1179999
2020-06-16,454161683.2628499
2020-06-17,464570634.2628499
2020-06-18,460022812.2628499
2020-06-19,459776963.1728999
2020-06-22,465441682.1728999
2020-06-23,469144506.1728999
2020-06-24,472334530.1728999
2020-06-25,466999844.1728999
2020-06-26,467453075.1728999
2020-06-29,459689033.1728999
2020-06-30,459151094.1728999
2020-07-01,458636663.1728999
2020-07-02,467420986.1728999
2020-07-03,469116831.1728999
2020-07-06,474843540.1728999
2020-07-07,474092597.1728999
2020-07-08,476993841.1728999
2020-07-09,483237713.1728999
2020-07-10,489156316.1728999
2020-07-13,494080011.1728999
2020-07-14,491959909.32719994
2020-07-15,487269373.5481999
2020-07-16,477858386.5481999
2020-07-17,478656173.5481999
2020-07-20,475567596.2699999
2020-07-21,481168703.2699999
2020-07-22,483756031.2699999
2020-07-23,485804846.2699999
2020-07-24,485812993.2699999
2020-07-27,490400438.2699999
2020-07-28,491490781.2699999
2020-07-29,490620976.2699999
2020-07-30,488093062.2699999
2020-07-31,487639306.2699999
2020-08-03,494488792.2699999
2020-08-04,504827254.2699999
2020-08-05,521255155.2699999
2020-08-06,515716606.2699999
2020-08-07,515626384.2699999
2020-08-10,519261680.2699999
2020-08-11,523152488.2699999
2020-08-12,517803670.71175
2020-08-13,517372670.3138
2020-08-14,511723616.3138
2020-08-18,498243839.03379995
2020-08-19,506166677.03379995
2020-08-20,488492142.47129995
2020-08-21,489496414.47129995
2020-08-24,493508474.47129995
2020-08-25,497298718.47129995
2020-08-26,495369636.47129995
2020-08-27,495685761.1213
2020-08-28,493365505.1213
2020-08-31,497267279.1213
2020-09-01,497159848.02129996
2020-09-02,503716333.42129993
2020-09-03,506750595.42129993
2020-09-04,506202899.42129993
2020-09-07,506425983.17129993
2020-09-08,501955645.17129993
2020-09-09,494895185.48129994
2020-09-10,496507857.48129994
2020-09-11,495715250.20629996
2020-09-14,493081311.4233999
2020-09-15,498318833.4233999
2020-09-16,495925433.4233999
2020-09-17,490356951.4233999
2020-09-18,493845368.1234
2020-09-21,488809859.1034
2020-09-22,472746389.4750999
2020-09-23,472332431.4750999
2020-09-24,457837040.3874999
2020-09-25,459009720.3874999
2020-09-28,462511560.3874999
2020-09-29,464940440.3874999
2020-10-05,466133680.3874999
2020-10-06,465836680.3874999
2020-10-07,466176740.3874999
2020-10-08,464069400.3874999
2020-10-12,464169920.3874999
2020-10-13,463332820.3874999
2020-10-14,461203966.48749995
2020-10-15,460090646.48749995
2020-10-16,458088732.6055
2020-10-19,453120000.94360006
2020-10-20,453626996.94360006
2020-10-21,459194354.94360006
2020-10-22,452851050.94360006
2020-10-23,450870862.94360006
2020-10-26,439366858.94360006
2020-10-27,437575690.94360006
2020-10-28,445566610.94360006
2020-10-29,445217431.94360006
2020-10-30,433575826.4236001
2020-11-02,435958587.4236001
2020-11-03,439999371.4236001
2020-11-04,449680470.4236001
2020-11-05,454581063.4236001
2020-11-06,453019123.4236001
2020-11-09,457405813.4236001
2020-11-10,451604672.4236001
2020-11-11,450699907.31020004
2020-11-12,451565928.31020004
2020-11-13,452980550.31020004
2020-11-16,457387364.56520003
2020-11-17,455121411.2988
2020-11-18,461578437.2988
2020-11-19,461924509.2988
2020-11-20,463018999.2988
2020-11-23,466278762.2988
2020-11-24,462893200.2988
2020-11-25,455916639.2988
2020-11-26,458883451.6588
2020-11-27,464036198.6588
2020-11-30,459469175.6588
2020-12-01,464338059.6588
2020-12-02,466328698.6588
2020-12-03,473077280.6588
2020-12-04,475554170.6588
2020-12-07,476785964.6588
2020-12-08,470162876.4088
2020-12-09,472889772.4088
2020-12-10,471160380.4088
2020-12-11,473345391.4088
2020-12-14,471880284.4088
2020-12-15,469718955.00380003
2020-12-16,471863070.3334
2020-12-17,472954258.3334
2020-12-18,474801342.3334
2020-12-21,478396617.3334
2020-12-22,473155968.3334
2020-12-23,477539308.3334
2020-12-24,479587159.3334
2020-12-28,481654795.3334
2020-12-29,486486612.3334
2020-12-30,494074922.3334
2021-01-04,501613132.3334
2021-01-05,505452628.3334
2021-01-06,502362858.3334
2021-01-07,508438667.3334
2021-01-08,529312563.3334
2021-01-11,526758788.3334
2021-01-12,517852161.3334
2021-01-13,523724787.3334
2021-01-14,524842103.3334
2021-01-15,513541534.3334
2021-01-18,506178188.02765
2021-01-19,513630166.70350003
2021-01-20,515977445.70350003
2021-01-21,522397449.70350003
2021-01-22,525386022.70350003
2021-01-25,531461214.70350003
2021-01-26,522776753.70350003
2021-01-27,522699722.70350003
2021-01-28,518005970.2268001
2021-01-29,504198849.65580004
2021-02-01,510380202.65580004
2021-02-02,516305018.65580004
2021-02-03,522402693.65580004
2021-02-04,524223211.65580004
2021-02-05,526296398.65580004
2021-02-08,529324375.65580004
2021-02-09,526898880.65580004
2021-02-10,532293854.65580004
2021-02-15,533795841.65580004
2021-02-16,536723141.65580004
2021-02-17,538193904.6558001
2021-02-18,534229676.29350007
2021-02-19,535413010.42405003
2021-02-22,528133655.42405003
2021-02-23,523280513.75745004
2021-02-24,507167926.75745004
2021-02-25,518507248.75745004
2021-02-26,509750739.67745006
2021-03-02,509795267.67745006
2021-03-03,514753385.67745006
2021-03-04,511612118.74245006
2021-03-05,500649882.44605005
2021-03-08,497288262.44605005
2021-03-09,491767038.11365
2021-03-10,493258770.77365005
2021-03-11,494851504.77365005
2021-03-12,497140644.77365005
2021-03-15,499399948.77365005
2021-03-16,502506198.77365005
2021-03-17,501313418.77365005
2021-03-18,502288928.77365005
2021-03-19,502032914.77365005
2021-03-22,500538581.95035
2021-03-23,491806790.01240003
2021-03-24,493339838.01240003
2021-03-25,493519095.01240003
2021-03-26,493932721.01240003
2021-03-29,492073625.2124
2021-03-30,496036368.2124
2021-03-31,495948102.2124
2021-04-01,494742862.2124
2021-04-02,494066491.2124
2021-04-05,499554983.2124
2021-04-06,503188812.2124
2021-04-07,504363824.2124
2021-04-08,507086856.2124
2021-04-09,509724702.2124
2021-04-12,509748122.2124
2021-04-13,515419130.2124
2021-04-14,517564458.2124
2021-04-15,520193922.2124
2021-04-16,524500199.2124
2021-04-19,530498040.2124
2021-04-20,536395903.49805
2021-04-21,531354998.8642
2021-04-22,531846406.8642
2021-04-23,535069670.8642
2021-04-26,538865913.8642
2021-04-27,544181271.8642
2021-04-28,536686744.31420004
2021-04-29,532443283.31420004
2021-04-30,531149689.31420004
2021-05-03,524930820.2142
2021-05-04,524738860.2142
2021-05-06,531306382.2142
2021-05-07,537119861.2142
2021-05-10,545354457.2142
2021-05-11,547990028.8642
2021-05-12,540047533.6334
2021-05-13,541153092.6334
2021-05-14,538836949.6334
2021-05-17,540049601.6334
2021-05-18,544086893.6334
2021-05-20,541025865.9934001
2021-05-21,536569364.3259
2021-05-24,534550336.10130006
2021-05-25,539990817.1013
2021-05-26,539705562.1013
2021-05-27,540604540.1013
2021-05-28,543185999.1013
2021-05-31,547102159.1013
2021-06-01,548656415.1013
2021-06-02,550625267.1013
2021-06-03,550389834.1013
2021-06-04,545217356.1013
2021-06-07,545543770.1013
2021-06-08,547840539.1013
2021-06-09,542362451.1013
2021-06-10,543387288.7588
2021-06-11,546057034.7588
2021-06-14,546013213.7588
2021-06-15,548254653.7588
2021-06-16,552172476.7588
2021-06-17,548652964.7588
2021-06-18,548106637.3488001
2021-06-21,538723111.3698001
2021-06-22,539678145.0665001
2021-06-23,536781452.06650007
2021-06-24,534400750.6654501
2021-06-25,539108510.6654501
2021-06-28,544907674.6654501
2021-06-29,543921926.6654501
2021-06-30,551446591.6654501
2021-07-01,546447427.6654501
2021-07-02,547124961.6654501
2021-07-05,544791312.6654501
2021-07-06,547327339.6654501
2021-07-07,544444307.8654501
2021-07-08,540325856.8654501
2021-07-09,533268986.8654501
2021-07-12,538114572.8654501
2021-07-13,541370404.8654501
2021-07-14,538210347.8654501
2021-07-15,537848005.8654501
2021-07-16,542363533.8654501
2021-07-19,535122825.8654501
2021-07-20,529634557.0192001
2021-07-21,521299125.9255501
2021-07-22,528060836.9255501
2021-07-23,533843436.9255501
2021-07-26,533068941.0850501
2021-07-27,540014708.0850501
2021-07-28,542743517.0850501
2021-07-29,545840084.0850501
2021-07-30,542626219.1820501
2021-08-02,539333121.1820501
2021-08-03,535180115.1820501
2021-08-04,543264615.1820501
2021-08-05,541882740.1820501
2021-08-06,539610598.1820501
2021-08-09,537471756.1820501
2021-08-10,537348480.1820501
2021-08-11,540557247.1820501
2021-08-12,543528531.1820501
2021-08-13,541318221.1820501
2021-08-17,532225758.3450501
2021-08-18,535472029.3450501
2021-08-19,525733846.2828002
2021-08-20,509892938.6433001
2021-08-23,518514273.6433001
2021-08-24,532122395.6433001
2021-08-25,537840724.6433
2021-08-26,540490786.6433
2021-08-27,540559889.6433
2021-08-30,545345835.6433
2021-08-31,553612405.6433
2021-09-01,561496323.6433
2021-09-02,561611068.6433
2021-09-03,566775725.6433
2021-09-06,570974990.6433
2021-09-07,573047851.6433
2021-09-08,567164924.6433
2021-09-09,559887110.1683002
2021-09-10,564486421.1683002
2021-09-13,564835745.1683002
2021-09-14,568531439.1683002
2021-09-15,565658878.1683002
2021-09-16,567596678.1683002
2021-09-17,566604313.6486001
2021-09-23,557773511.8461001
2021-09-24,560826556.8461001
2021-09-27,562085439.5861001
2021-09-28,559286820.5861001
2021-09-29,559860279.0861001
2021-09-30,563631383.0861001
2021-10-01,554660902.0861001
2021-10-05,550684178.0235002
2021-10-06,543137943.2910001
2021-10-07,548324358.2910001
2021-10-08,546694668.2910001
2021-10-12,543522329.4160001
2021-10-13,548499589.4160001
2021-10-14,549163729.4160001
2021-10-15,552436119.4160001
2021-10-18,555851989.4160001
2021-10-19,562297419.4160001
2021-10-20,563413389.4160001
2021-10-21,560352469.4160001
2021-10-22,559082359.4160001
2021-10-25,559760051.8135002
2021-10-26,557149711.3324002
2021-10-27,552356617.3324002
2021-10-28,548164049.3324002
2021-10-29,541408313.0724002
2021-11-01,538626141.0724002
2021-11-02,542770697.0724002
2021-11-03,539898247.0724002
2021-11-04,539173999.5974002
2021-11-05,531084925.5974002
2021-11-08,532649997.5974002
2021-11-09,531471015.99740016
2021-11-10,523692880.13740015
2021-11-11,520308460.13740015
2021-11-12,526628688.13740015
2021-11-15,530351346.13740015
2021-11-16,529645148.13740015
2021-11-17,525123830.13740015
2021-11-18,522845358.7374002
2021-11-19,522896890.7374002
2021-11-22,525346488.7374002
2021-11-23,522883427.92240024
2021-11-24,519894677.3494002
2021-11-25,516280290.82940024
2021-11-26,508545796.82940024
2021-11-29,498962274.16390026
2021-11-30,487790400.75840026
2021-12-01,492067228.75840026
2021-12-02,496072794.75840026
2021-12-03,501544818.75840026
2021-12-06,501548265.75840026
2021-12-07,503471313.75840026
2021-12-08,504278302.75840026
2021-12-09,506890848.75840026
2021-12-10,506607217.75840026
2021-12-13,505419928.75840026
2021-12-14,502435181.75840026
2021-12-15,501273149.75840026
2021-12-16,502171687.75840026
2021-12-17,506394861.75840026
2021-12-20,498254190.61110026
2021-12-21,500122650.61110026
2021-12-22,501234438.56360024
2021-12-23,501781661.1200502
2021-12-24,502298411.1200502
2021-12-27,496682764.1200502
2021-12-28,500500849.1200502
2021-12-29,488055230.1200502
2021-12-30,485035472.9000502
2022-01-04,484681596.20005023
2022-01-05,485275625.20005023
2022-01-06,482550277.82505023
2022-01-07,484418811.82505023
2022-01-10,490216900.82505023
2022-01-11,491286543.82505023
2022-01-12,497634674.82505023
2022-01-13,501776350.82505023
2022-01-14,499720172.82505023
2022-01-17,496399126.82505023
2022-01-18,496992799.82505023
2022-01-19,498525816.82505023
2022-01-20,495718692.82505023
2022-01-21,497113148.82505023
2022-01-24,489878958.8500502
2022-01-25,477731830.37370026
2022-01-26,482836154.37370026
2022-01-27,473712665.37370026
2022-01-28,481855336.37370026
2022-02-03,488841603.37370026
2022-02-04,497493017.37370026
2022-02-07,496219081.37370026
2022-02-08,494741510.37370026
2022-02-09,503903090.37370026
2022-02-10,505041292.37370026
2022-02-11,502489297.4187002
2022-02-14,497426110.4187002
2022-02-15,491099040.4187002
2022-02-16,496694419.4187002
2022-02-17,497249177.4187002
2022-02-18,496399085.4187002
2022-02-21,493066513.4187002
2022-02-22,488245793.4187002
2022-02-23,489168031.4187002
2022-02-24,484558039.10920024
2022-02-25,484269785.57190025
2022-02-28,489252486.85790026
2022-03-02,480532228.19270027
2022-03-03,483076108.19270027
2022-03-04,484515968.19270027
2022-03-07,478085598.44270027
2022-03-08,472569534.44270027
2022-03-10,477833714.44270027
2022-03-11,479366034.44270027
2022-03-14,481554864.44270027
2022-03-15,479760064.44270027
2022-03-16,481107624.44270027
2022-03-17,483213364.44270027
2022-03-18,486630234.44270027
2022-03-21,487610974.44270027
2022-03-22,493161114.44270027
2022-03-23,497885614.44270027
2022-03-24,497758734.44270027
2022-03-25,498007154.44270027
2022-03-28,500450764.44270027
2022-03-29,499712766.19270027
2022-03-30,496012526.33770025
2022-03-31,500300645.21770024
2022-04-01,502741785.21770024
2022-04-04,504921435.21770024
2022-04-05,501847109.21770024
2022-04-06,506282169.21770024
2022-04-07,504664799.21770024
2022-04-08,505217329.21770024
2022-04-11,510981059.21770024
2022-04-12,508228469.21770024
2022-04-13,507003349.21770024
2022-04-14,508321949.21770024
2022-04-15,505559909.21770024
2022-04-18,507897265.21770024
2022-04-19,514102885.21770024
2022-04-20,515376235.21770024
2022-04-21,515454285.21770024
2022-04-22,520693575.21770024
2022-04-25,515205345.21770024
2022-04-26,508409145.21770024
2022-04-27,497979825.21770024
2022-04-28,500454837.33770025
2022-04-29,500596987.76520026
2022-05-02,496994401.76520026
2022-05-03,495994197.76520026
2022-05-04,499056077.76520026
2022-05-06,497365787.76520026
2022-05-10,488453979.8577002
2022-05-11,484038761.20770025
2022-05-12,487924287.20770025
2022-05-13,495115301.20770025
2022-05-16,496046031.20770025
2022-05-17,494263131.20770025
2022-05-18,492350651.20770025
2022-05-19,487008701.2977003
2022-05-20,488271571.2977003
2022-05-23,488626631.2977003
2022-05-24,489032661.2977003
2022-05-25,492718571.2977003
2022-05-26,493180891.2977003
2022-05-27,498018831.2977003
2022-05-30,497669021.2977003
2022-05-31,496512031.79670024
2022-06-02,493701011.90590024
2022-06-03,495583571.90590024
2022-06-07,492191978.90590024
2022-06-08,491792665.90590024
2022-06-09,490899878.90590024
2022-06-10,487415215.0979003
2022-06-13,478731132.0979003
2022-06-14,477286143.92540026
2022-06-15,471660820.62540025
2022-06-16,472097787.62540025
2022-06-17,471028786.67080027
2022-06-20,467894042.3163003
2022-06-21,470168370.3163003
2022-06-22,465512556.6476003
2022-06-23,464381458.6476003
2022-06-24,468513736.6476003
2022-06-27,472054150.6476003
2022-06-28,472906626.6476003
2022-06-29,469512018.3731003
2022-06-30,468578123.57230026
2022-07-01,471539565.01980025
2022-07-04,466873131.1044002
2022-07-05,471951807.1044002
2022-07-06,456064071.1044002
2022-07-07,456501341.1044002
2022-07-08,462082287.1044002
2022-07-11,461060607.1044002
2022-07-12,459468651.1044002
2022-07-13,458583411.1044002
2022-07-14,455474905.1044002
2022-07-15,449984094.0344002
2022-07-18,461034362.0344002
2022-07-19,459715052.0344002
2022-07-20,463465882.0344002
2022-07-21,465417748.0344002
2022-07-22,463367844.0344002
2022-07-25,463262018.0344002
2022-07-26,465272694.0344002
2022-07-27,466469004.0344002
2022-07-28,467841524.0344002
2022-07-29,471645454.0344002
2022-08-01,471751378.92610025
2022-08-02,474031905.3511002
2022-08-03,476571655.3511002
2022-08-04,477183705.3511002
2022-08-05,475583855.3511002
2022-08-08,478178605.3511002
2022-08-09,479394905.3511002
2022-08-10,476676805.3511002
2022-08-11,477938605.3511002
2022-08-12,477538559.4011003
2022-08-16,480563159.4011003
2022-08-17,481718859.4011003
2022-08-18,480731809.4011003
2022-08-19,482404759.4011003
2022-08-22,480939959.4011003
2022-08-23,480679309.4011003
2022-08-24,483364609.4011003
2022-08-25,481917309.4011003
2022-08-26,479946609.4011003
2022-08-29,477418659.4011003
2022-08-30,477280809.4011003
2022-08-31,477531867.31110024
2022-09-01,473126527.2990502
2022-09-02,472562654.2990502
2022-09-05,472150288.2990502
2022-09-06,473770912.4190502
2022-09-07,470397468.4190502
2022-09-08,473341083.4190502
2022-09-13,477596317.4190502
2022-09-14,472311990.82905024
2022-09-15,472212155.82905024
2022-09-16,472783731.82905024
2022-09-19,467348112.82905024
2022-09-20,473281242.82905024
2022-09-21,470559116.90305024
2022-09-22,472187472.90305024
2022-09-23,469418627.90305024
2022-09-26,459174634.59305024
2022-09-27,459999316.59305024
2022-09-28,450836981.72805023
2022-09-29,452359930.72805023
2022-09-30,452791582.72805023
2022-10-04,454423961.8984002
2022-10-05,450841006.9309002
2022-10-06,451623920.9309002
2022-10-07,455457930.9309002
2022-10-11,451361275.0759002
2022-10-12,453695155.0759002
2022-10-13,448389653.0759002
2022-10-14,456696863.0759002
2022-10-17,459902773.0759002
2022-10-18,467101603.0759002
2022-10-19,462922812.7754002
2022-10-20,463970802.7754002
2022-10-21,462092622.7754002
2022-10-24,463817052.7754002
2022-10-25,464378972.7754002
2022-10-26,464560382.8554002
2022-10-27,466707532.8554002
2022-10-28,469669582.8554002
2022-10-31,470299482.8554002
2022-11-01,471057782.8554002
2022-11-02,471101582.8554002
2022-11-03,468612038.19040024
2022-11-04,473333969.3404002
2022-11-07,471967869.3404002
2022-11-08,469678119.3404002
2022-11-09,472142919.3404002
2022-11-10,475214469.3404002
2022-11-11,475090619.3404002
2022-11-14,480197593.1254002
2022-11-15,483680643.1254002
2022-11-16,484954793.1254002
2022-11-17,486383793.1254002
2022-11-18,483962893.1254002
2022-11-21,489069843.1254002
2022-11-22,493813643.1254002
2022-11-23,493678843.1254002
2022-11-24,493259243.1254002
2022-11-25,501222293.1254002
2022-11-28,496650443.1254002
2022-11-29,496460543.1254002
2022-11-30,501272293.1254002
2022-12-01,504507993.1254002
2022-12-02,503289117.4754002
2022-12-05,503865500.2067002
2022-12-06,502222432.2067002
2022-12-07,505576066.0817002
2022-12-08,498685545.9217002
2022-12-09,501733610.9217002
2022-12-12,500873656.9217002
2022-12-13,502707707.9217002
2022-12-14,504106832.9217002
2022-12-15,502461687.9217002
