date,code,quantity,avg_price,current_price,market_value,pnl_pct,pnl_amount,est_cost_pct,net_pnl_pct,high_watermark,trail_stop_price,entry_date,hold_days,hwm_pct
2026-04-08,005960,30,8430.00,9040.00,271200.00,0.0724,18300.00,0.0041,0.0683,9400.00,8272.00,2026-04-03,5,0.1151
2026-04-08,009970,1,220500.00,216000.00,216000.00,-0.0204,-4500.00,0.0041,-0.0245,221500.00,194920.00,2026-04-03,5,0.0045
2026-04-08,010950,2,106900.00,111900.00,223800.00,0.0468,10000.00,0.0041,0.0427,120300.00,105864.00,2026-04-03,5,0.1254
2026-04-08,011210,3,76200.00,79800.00,239400.00,0.0472,10800.00,0.0041,0.0431,80000.00,70400.00,2026-04-03,5,0.0499
2026-04-08,016360,2,94700.00,104100.00,208200.00,0.0993,18800.00,0.0041,0.0952,105800.00,93104.00,2026-04-03,5,0.1172
2026-04-08,032830,1,226000.00,238500.00,238500.00,0.0553,12500.00,0.0041,0.0512,242500.00,213400.00,2026-04-03,5,0.0730
2026-04-08,035810,45,5550.00,5690.00,256050.00,0.0252,6300.00,0.0041,0.0211,5770.00,5077.60,2026-04-03,5,0.0396
2026-04-08,037460,9,28500.00,29200.00,262800.00,0.0246,6300.00,0.0041,0.0205,30050.00,26444.00,2026-04-03,5,0.0544
2026-04-08,055550,2,94200.00,96800.00,193600.00,0.0276,5200.00,0.0041,0.0235,97800.00,86064.00,2026-04-03,5,0.0382
2026-04-08,086280,1,212000.00,221000.00,221000.00,0.0425,9000.00,0.0041,0.0384,222500.00,195800.00,2026-04-03,5,0.0495
2026-04-08,139130,15,16990.00,17100.00,256500.00,0.0065,1650.00,0.0041,0.0024,17220.00,15153.60,2026-04-03,5,0.0135
2026-04-08,211050,21,11900.00,12010.00,252210.00,0.0092,2310.00,0.0041,0.0051,12470.00,10973.60,2026-04-03,5,0.0479
2026-04-08,316140,7,32650.00,33300.00,233100.00,0.0199,4550.00,0.0041,0.0158,33800.00,29744.00,2026-04-03,5,0.0352
2026-04-09,003540,7,36350.00,37000.00,259000.00,0.0179,4550.00,0.0041,0.0138,38300.00,33704.00,2026-04-03,6,0.0536
2026-04-09,005830,1,165600.00,161800.00,161800.00,-0.0229,-3800.00,0.0041,-0.0270,172000.00,151360.00,2026-04-03,6,0.0386
2026-04-09,005930,1,184500.00,204000.00,204000.00,0.1057,19500.00,0.0041,0.1016,214250.00,188540.00,2026-04-03,6,0.1612
2026-04-09,005940,8,30500.00,33550.00,268400.00,0.1000,24400.00,0.0041,0.0959,34400.00,30272.00,2026-04-03,6,0.1279
2026-04-09,005960,30,8430.00,9160.00,274800.00,0.0866,21900.00,0.0041,0.0825,9540.00,8395.20,2026-04-03,6,0.1317
2026-04-09,009970,1,220500.00,221000.00,221000.00,0.0023,500.00,0.0041,-0.0018,223500.00,196680.00,2026-04-03,6,0.0136
2026-04-09,010950,2,106900.00,118800.00,237600.00,0.1113,23800.00,0.0041,0.1072,120300.00,105864.00,2026-04-03,6,0.1254
2026-04-09,011210,3,76200.00,77200.00,231600.00,0.0131,3000.00,0.0041,0.0090,80300.00,70664.00,2026-04-03,6,0.0538
2026-04-09,016360,2,94700.00,104000.00,208000.00,0.0982,18600.00,0.0041,0.0941,105800.00,93104.00,2026-04-03,6,0.1172
2026-04-09,032830,1,226000.00,230000.00,230000.00,0.0177,4000.00,0.0041,0.0136,242500.00,213400.00,2026-04-03,6,0.0730
2026-04-09,035810,45,5550.00,5650.00,254250.00,0.0180,4500.00,0.0041,0.0139,5770.00,5077.60,2026-04-03,6,0.0396
2026-04-09,037460,9,28500.00,27950.00,251550.00,-0.0193,-4950.00,0.0041,-0.0234,30050.00,26444.00,2026-04-03,6,0.0544
2026-04-09,055550,2,94200.00,96900.00,193800.00,0.0287,5400.00,0.0041,0.0246,98700.00,86856.00,2026-04-03,6,0.0478
2026-04-09,086280,1,212000.00,212000.00,212000.00,0.0000,0.00,0.0041,-0.0041,222750.00,196020.00,2026-04-03,6,0.0507
2026-04-09,139130,15,16990.00,17090.00,256350.00,0.0059,1500.00,0.0041,0.0018,17220.00,15153.60,2026-04-03,6,0.0135
2026-04-09,211050,21,11900.00,11720.00,246120.00,-0.0151,-3780.00,0.0041,-0.0192,12470.00,10973.60,2026-04-03,6,0.0479
2026-04-09,316140,7,32650.00,33300.00,233100.00,0.0199,4550.00,0.0041,0.0158,33800.00,29744.00,2026-04-03,6,0.0352
2026-04-09,003540,7,36350.00,37000.00,259000.00,0.0179,4550.00,0.0041,0.0138,38300.00,33704.00,2026-04-03,6,0.0536
2026-04-09,005830,1,165600.00,161800.00,161800.00,-0.0229,-3800.00,0.0041,-0.0270,172000.00,151360.00,2026-04-03,6,0.0386
2026-04-09,005930,1,184500.00,204000.00,204000.00,0.1057,19500.00,0.0041,0.1016,214250.00,188540.00,2026-04-03,6,0.1612
2026-04-09,005940,8,30500.00,33550.00,268400.00,0.1000,24400.00,0.0041,0.0959,34400.00,30272.00,2026-04-03,6,0.1279
2026-04-09,005960,30,8430.00,9160.00,274800.00,0.0866,21900.00,0.0041,0.0825,9540.00,8395.20,2026-04-03,6,0.1317
2026-04-09,009970,1,220500.00,221000.00,221000.00,0.0023,500.00,0.0041,-0.0018,223500.00,196680.00,2026-04-03,6,0.0136
2026-04-09,010950,2,106900.00,118800.00,237600.00,0.1113,23800.00,0.0041,0.1072,120300.00,105864.00,2026-04-03,6,0.1254
2026-04-09,011210,3,76200.00,77200.00,231600.00,0.0131,3000.00,0.0041,0.0090,80300.00,70664.00,2026-04-03,6,0.0538
2026-04-09,016360,2,94700.00,104000.00,208000.00,0.0982,18600.00,0.0041,0.0941,105800.00,93104.00,2026-04-03,6,0.1172
2026-04-09,032830,1,226000.00,230000.00,230000.00,0.0177,4000.00,0.0041,0.0136,242500.00,213400.00,2026-04-03,6,0.0730
2026-04-09,035810,45,5550.00,5650.00,254250.00,0.0180,4500.00,0.0041,0.0139,5770.00,5077.60,2026-04-03,6,0.0396
2026-04-09,037460,9,28500.00,27950.00,251550.00,-0.0193,-4950.00,0.0041,-0.0234,30050.00,26444.00,2026-04-03,6,0.0544
2026-04-09,055550,2,94200.00,96900.00,193800.00,0.0287,5400.00,0.0041,0.0246,98700.00,86856.00,2026-04-03,6,0.0478
2026-04-09,086280,1,212000.00,212000.00,212000.00,0.0000,0.00,0.0041,-0.0041,222750.00,196020.00,2026-04-03,6,0.0507
2026-04-09,139130,15,16990.00,17090.00,256350.00,0.0059,1500.00,0.0041,0.0018,17220.00,15153.60,2026-04-03,6,0.0135
2026-04-09,211050,21,11900.00,11720.00,246120.00,-0.0151,-3780.00,0.0041,-0.0192,12470.00,10973.60,2026-04-03,6,0.0479
2026-04-09,316140,7,32650.00,33300.00,233100.00,0.0199,4550.00,0.0041,0.0158,33800.00,29744.00,2026-04-03,6,0.0352
2026-04-10,003540,7,36350.00,37750.00,264250.00,0.0385,9800.00,0.0041,0.0344,38300.00,33704.00,2026-04-03,7,0.0536
2026-04-10,005830,1,165600.00,168300.00,168300.00,0.0163,2700.00,0.0041,0.0122,172000.00,151360.00,2026-04-03,7,0.0386
2026-04-10,005930,1,184500.00,206000.00,206000.00,0.1165,21500.00,0.0041,0.1124,214250.00,188540.00,2026-04-03,7,0.1612
2026-04-10,005940,8,30500.00,33950.00,271600.00,0.1131,27600.00,0.0041,0.1090,34900.00,30712.00,2026-04-03,7,0.1443
2026-04-10,005960,30,8430.00,9310.00,279300.00,0.1044,26400.00,0.0041,0.1003,9640.00,8483.20,2026-04-03,7,0.1435
2026-04-10,009970,1,220500.00,216500.00,216500.00,-0.0181,-4000.00,0.0041,-0.0222,225000.00,198000.00,2026-04-03,7,0.0204
2026-04-10,010950,2,106900.00,120100.00,240200.00,0.1235,26400.00,0.0041,0.1194,122000.00,107360.00,2026-04-03,7,0.1413
2026-04-10,011210,3,76200.00,78800.00,236400.00,0.0341,7800.00,0.0041,0.0300,80300.00,70664.00,2026-04-03,7,0.0538
2026-04-10,016360,2,94700.00,106800.00,213600.00,0.1278,24200.00,0.0041,0.1237,108200.00,95216.00,2026-04-03,7,0.1426
2026-04-10,032830,1,226000.00,235000.00,235000.00,0.0398,9000.00,0.0041,0.0357,242500.00,213400.00,2026-04-03,7,0.0730
2026-04-10,035810,45,5550.00,5820.00,261900.00,0.0486,12150.00,0.0041,0.0445,5860.00,5156.80,2026-04-03,7,0.0559
2026-04-10,037460,9,28500.00,28900.00,260100.00,0.0140,3600.00,0.0041,0.0099,30050.00,26444.00,2026-04-03,7,0.0544
2026-04-10,055550,2,94200.00,98600.00,197200.00,0.0467,8800.00,0.0041,0.0426,99800.00,87824.00,2026-04-03,7,0.0594
2026-04-10,086280,1,212000.00,218500.00,218500.00,0.0307,6500.00,0.0041,0.0266,222750.00,196020.00,2026-04-03,7,0.0507
2026-04-10,139130,15,16990.00,18080.00,271200.00,0.0642,16350.00,0.0041,0.0601,18470.00,16253.60,2026-04-03,7,0.0871
2026-04-10,211050,21,11900.00,11700.00,245700.00,-0.0168,-4200.00,0.0041,-0.0209,12470.00,10973.60,2026-04-03,7,0.0479
2026-04-10,316140,7,32650.00,34100.00,238700.00,0.0444,10150.00,0.0041,0.0403,34450.00,30316.00,2026-04-03,7,0.0551
2026-04-10,003540,7,36350.00,37750.00,264250.00,0.0385,9800.00,0.0041,0.0344,38300.00,33704.00,2026-04-03,7,0.0536
2026-04-10,005830,1,165600.00,168300.00,168300.00,0.0163,2700.00,0.0041,0.0122,172000.00,151360.00,2026-04-03,7,0.0386
2026-04-10,005930,1,184500.00,206000.00,206000.00,0.1165,21500.00,0.0041,0.1124,214250.00,188540.00,2026-04-03,7,0.1612
2026-04-10,005940,8,30500.00,33950.00,271600.00,0.1131,27600.00,0.0041,0.1090,34900.00,30712.00,2026-04-03,7,0.1443
2026-04-10,005960,30,8430.00,9310.00,279300.00,0.1044,26400.00,0.0041,0.1003,9640.00,8483.20,2026-04-03,7,0.1435
2026-04-10,009970,1,220500.00,216500.00,216500.00,-0.0181,-4000.00,0.0041,-0.0222,224500.00,197560.00,2026-04-03,7,0.0181
2026-04-10,010950,2,106900.00,120100.00,240200.00,0.1235,26400.00,0.0041,0.1194,122000.00,107360.00,2026-04-03,7,0.1413
2026-04-10,011210,3,76200.00,78800.00,236400.00,0.0341,7800.00,0.0041,0.0300,80300.00,70664.00,2026-04-03,7,0.0538
2026-04-10,016360,2,94700.00,106800.00,213600.00,0.1278,24200.00,0.0041,0.1237,108200.00,95216.00,2026-04-03,7,0.1426
2026-04-10,032830,1,226000.00,235000.00,235000.00,0.0398,9000.00,0.0041,0.0357,242500.00,213400.00,2026-04-03,7,0.0730
2026-04-10,035810,45,5550.00,5820.00,261900.00,0.0486,12150.00,0.0041,0.0445,5820.00,5121.60,2026-04-03,7,0.0486
2026-04-10,037460,9,28500.00,28900.00,260100.00,0.0140,3600.00,0.0041,0.0099,30050.00,26444.00,2026-04-03,7,0.0544
2026-04-10,055550,2,94200.00,98600.00,197200.00,0.0467,8800.00,0.0041,0.0426,99800.00,87824.00,2026-04-03,7,0.0594
2026-04-10,086280,1,212000.00,218500.00,218500.00,0.0307,6500.00,0.0041,0.0266,222750.00,196020.00,2026-04-03,7,0.0507
2026-04-10,139130,15,16990.00,18080.00,271200.00,0.0642,16350.00,0.0041,0.0601,18470.00,16253.60,2026-04-03,7,0.0871
2026-04-10,211050,21,11900.00,11700.00,245700.00,-0.0168,-4200.00,0.0041,-0.0209,12470.00,10973.60,2026-04-03,7,0.0479
2026-04-10,316140,7,32650.00,34100.00,238700.00,0.0444,10150.00,0.0041,0.0403,34450.00,30316.00,2026-04-03,7,0.0551
